3988,0.16571963839443984,-0.05492829806530143,ax01,bx01,positive
14096,1.031899747771432,0.45243135181377947,ax01,bx02,positive
5734,0.3613657665173569,-1.0088123177516068,ax02,bx01,positive
7358,-0.5530823193925989,1.1273227742022944,ax02,bx01,positive
18642,0.09316685305803007,0.7956549495823388,ax02,bx02,positive
17581,1.330720704209758,-0.34484665107686296,ax02,bx02,negative
5679,1.1123196802222288,-0.4674876084137064,ax02,bx01,positive
1408,-0.1646959303122262,-0.10579365435186301,ax01,bx01,positive
13217,-0.4069892118170776,1.0756152481582202,ax01,bx02,negative
397,1.0535259908373344,0.601677895570412,ax01,bx01,negative
13582,-0.15665107342607099,0.28337272732126717,ax01,bx02,positive
2484,-1.1442792628213847,0.39880323137863444,ax01,bx01,negative
2488,-0.5460395384926241,-0.917635458583042,ax01,bx01,negative
18160,0.12188098400508318,-0.25746232552787607,ax02,bx02,positive
7609,-0.10765046865075087,-0.35639306216125555,ax02,bx01,negative
12012,0.3731967008887853,-0.46418383481002223,ax01,bx02,positive
10325,0.49583647039395085,0.13733355895232124,ax01,bx02,negative
835,-0.5152127526563672,-0.9930493685395165,ax01,bx01,negative
11714,1.010346812682294,-0.23305201689017818,ax01,bx02,positive
9700,0.9500341850105669,0.3226343888610358,ax02,bx01,negative
18073,-0.347995052811782,0.010844281231895847,ax02,bx02,positive
276,-0.09270450342175637,-1.124768985630565,ax01,bx01,negative
7909,0.025267096897494956,-0.1782201895322762,ax02,bx01,negative
4966,0.3934395960338802,-0.9551424788709538,ax01,bx01,negative
1552,-0.3954626831263506,-1.3176755684482364,ax01,bx01,negative
12607,-0.418357343132692,0.3992082012835425,ax01,bx02,positive
7011,0.7223250976716229,-0.3769961273483993,ax02,bx01,negative
14173,0.25494999355883396,0.4051370293290033,ax01,bx02,negative
17845,0.6615321799823013,-0.0900695180932759,ax02,bx02,negative
17373,-0.2947604041763938,0.31655271271591223,ax02,bx02,positive
15073,-0.5188926214287474,0.4782975147493478,ax02,bx02,positive
13702,0.8811187088111805,-0.235728076763986,ax01,bx02,positive
13669,-0.2320426781643098,0.17824989673772085,ax01,bx02,positive
15446,0.9197469787409038,-0.16080238540705416,ax02,bx02,negative
11083,1.0056885152613888,-0.07775095493125783,ax01,bx02,positive
17789,0.5720854235861874,-0.20719921674932884,ax02,bx02,negative
742,-0.2789769208916987,-0.2557685501065231,ax01,bx01,positive
